x,y
-2.313159982928298497e+00,-9.084341530214494753e-01
-2.107693014409305565e+00,-1.481662808371492268e+01
2.073481106407058849e+00,3.507575179524387465e+01
-1.389618498586078221e+00,3.307604215375546719e+00
-1.352527872279054133e+00,-5.609684972575555761e+00
2.957431340930818386e-01,9.556594799883331603e+00
-1.053353042238971193e+00,-1.241904296763144178e+00
-6.429733582755574675e-03,6.297330872814872471e+00
2.091093516443784939e+00,3.105540669069961268e+01
-1.266447424196008864e+00,1.204154798538453264e+01
3.496909714330073693e-01,9.050278239795893853e+00
-1.087988276687933631e+00,2.726636750950730992e+00
2.431489572795541676e+00,4.142071598772626828e+01
-2.923134170702177959e-01,3.388004631034177372e+00
8.916539841910966491e-01,-6.836176281453253623e+00
-2.342114231988834394e+00,-1.894472215886185040e+01
-1.744953721321298445e+00,-7.461948708766333205e+00
-1.783028862251672397e-01,-2.187360256818298154e+00
5.261975325322653108e-01,8.957708284132305465e+00
-8.116802582126313448e-01,2.202253446484319976e+00
1.725197876209134007e+00,2.095929509734106588e+01
2.148513746978633510e+00,3.881016823591278353e+01
-2.324559986873831807e+00,-7.367671406161496073e+00
-2.828743614049716859e-01,4.690868330652923746e+00
-1.282636140701918226e+00,4.533161891435658397e+00
1.715428485822842575e+00,1.951179396651294695e+01
-2.433373116550433313e+00,-1.834064894514645516e+01
-1.601564094605423538e-01,4.051833285569881760e+00
9.994814268722057582e-01,8.931661299125304154e+00
-1.468436523830080498e+00,-1.169406170949785206e+01
2.690636668055058633e-01,1.093432532572259674e+01
2.241183271600507343e+00,3.595040597024893003e+01
-1.989279592015908316e+00,-6.933548001613477396e+00
-6.399769550672944618e-01,-1.920653521888131543e+00
1.951832186740110331e-01,3.543668324276081361e+00
8.961605450145716523e-01,1.174380922540344230e+01
2.561211551628391980e+00,5.595275741786861090e+01
2.570125586732056600e-01,3.489816909179118465e+00
-1.951686438274847113e+00,-1.412866111216384368e+01
1.695446447746386198e+00,1.437050633530697752e+01
2.264455118469766770e+00,4.013691757146686712e+01
1.055560087439003425e+00,5.938282138817152500e+00
3.141631804887533297e-02,-2.033628976697032797e-01
1.820210692715813261e+00,2.315770822859261457e+01
-1.098827620652303105e+00,-2.793019975857010451e+00
-9.211475028024666001e-01,-5.406080224531235601e-01
5.245966732915221531e-01,-1.861854813837513944e+00
-2.288614333671659562e+00,-1.303002205639023536e+01
1.750353013012852621e+00,1.550267946089560311e+01
2.583584989552920597e+00,3.720966065797619393e+01
7.934623683846254716e-01,1.429507991787059140e+01
4.070210340840937357e-01,4.395990163750690627e+00
2.459907783719647245e+00,3.732110487594030701e+01
1.376942022426077106e+00,1.215471695323513401e+01
1.248043618122687493e+00,1.550778723433009709e+01
1.092746587321071994e+00,1.961323803307930547e+01
-1.579313478782525593e+00,-3.425391443770367861e+00
-9.494702567247317315e-01,-2.004314739899697884e+00
-1.108946240168551700e+00,-3.856093268532271967e+00
-2.045895317383826573e+00,-1.830031693098758439e+01
5.044318145240936913e-01,2.090277228177267332e+01
2.104479487681944150e+00,3.186090179777440312e+01
-2.346958413682705746e+00,-2.114327863898910209e+01
-2.330083211426568379e+00,-7.107050939252563815e+00
1.708110264280245927e+00,1.076550065713935034e+01
1.974636256893211872e+00,3.528746656586556441e+01
9.366021503237440538e-01,5.532323019725122748e+00
4.378444763268745099e-01,1.312641866659125078e+00
1.803604695180607953e+00,2.451250092266638703e+01
1.947712947423573482e+00,1.962371172588458279e+01
5.357745278393344357e-01,2.320970998415026187e+00
2.426661929581324095e+00,5.926988578452588285e+01
1.939848338021842533e+00,2.015181223214164064e+01
-1.071364879502288314e+00,-3.636257389564931941e+00
2.880376526816735283e-01,1.030448299591169992e+01
-1.048983263830510992e+00,1.527301797524025506e-01
-5.540460730397847033e-01,3.373948539441847583e+00
1.616151144229161396e+00,1.567419793252916271e+01
-1.498047234831908270e+00,2.699852551841531056e+00
-5.091704130248108084e-01,9.831903646592742518e+00
2.163769193220081100e+00,3.111626107094448912e+01
1.995048291263777918e+00,2.537296639822591260e+01
2.298435370358423491e+00,4.583763187074860213e+01
-9.371324210516104314e-01,-9.037731833003688209e-01
1.687504903603983752e+00,2.395638389026391124e+01
-4.377666378673434333e-01,2.805356249728552243e-01
1.135696823943177503e+00,7.526050598063363850e+00
-1.825397252304622908e+00,-1.106535316584156980e+01
-8.643185677207236850e-01,-6.077871622844270405e+00
-2.639425965388009776e-01,3.126895718533382773e+00
-3.307964694293166197e-01,7.032310160111643782e+00
3.621234501474193124e-01,4.467962842249288968e+00
-1.725348788057883276e+00,-2.350261117001805289e+00
-2.268558670185298332e-01,5.585825039038792461e+00
-5.118324812752774733e-01,7.577991972608116633e+00
-1.877176382810449295e+00,-5.971757952657053892e+00
2.404137404948361034e+00,3.630104840150636392e+01
-8.185649023100387556e-01,4.142959269065451977e+00
-1.264939355327114434e+00,-4.165101725666388255e+00
1.238529202008843422e+00,8.858463943747334923e+00
-2.217148347723916224e+00,-1.262354930094724281e+01
1.234889620014608669e+00,1.349082552880842911e+01
1.555932034901555072e+00,8.110887082282690841e+00
4.166691071367711330e-01,1.684870297008185247e+00
-2.163491749172287704e-01,1.366910345906619639e+01
-1.934092877415486633e+00,-1.531698407907686565e+01
1.323311835238915490e+00,2.016067329361732163e+01
-2.144094191489260837e+00,-9.305555520064622499e+00
-3.776002737395711129e-01,2.122594491763804214e+00
-8.396046967102170910e-01,-9.432050962358307089e-02
9.346048940783401038e-02,-4.077099148616261104e-01
-1.160153082267934455e+00,1.894953462965638380e+00
1.597628362816420733e+00,1.451301601447057088e+01
-5.933842951245820174e-01,4.851522558250365158e-01
-4.954453412369070470e-02,6.866878797469820661e+00
-1.705246186692974231e+00,-7.736297732275874139e+00
-1.191887166196588632e+00,6.645635294136889470e+00
-3.386848274820747906e-01,5.018368257744270089e+00
7.314497300725870677e-01,1.167543121818946972e+01
4.232274130967936254e-01,4.172840959203636402e-01
1.049577532425619575e+00,9.606695311007282356e+00
-2.259047897353439804e+00,-1.576505215831608098e+01
1.706401211794215778e+00,2.035579542236035877e+01
-2.079593064237181821e+00,-1.442600408195179362e+01
1.846866611503317657e+00,2.077563677247604090e+01
5.933080416364336918e-01,4.931494654257344123e+00
-9.944833828363792705e-01,3.630921425155788640e+00
-2.362753843251431007e+00,-2.299137775260372152e+01
-2.437551303354009935e+00,-9.773582831379020064e+00
-2.202947036863810659e+00,-1.059760371553171154e+01
-2.518334508184073006e-01,2.608753727454676152e+00
2.430193124644717706e+00,3.942377992402431630e+01
2.089228633230109988e+00,2.170914957930740385e+01
-1.866716009854364700e+00,-2.174799756940438300e+01
2.091921991556617400e+00,3.693886549195683955e+01
4.574870190489283561e-01,-1.008565134928917750e+00
2.281368759781312594e+00,3.803473077634971844e+01
1.580581797523396004e+00,1.737562894125958479e+01
-1.772748292170082784e+00,-5.257396691174609948e+00
-1.880334475495664792e+00,-1.913847215898115905e+01
-3.176436471119746807e-01,6.329847242950252806e+00
1.295579843446844182e+00,7.390837521402394472e+00
1.557348391982620983e+00,1.830833583541870979e+01
-4.348430593104736230e-01,8.512570878453688650e+00
-4.667900540712349722e-01,4.597166539151176679e+00
3.958281676954571449e-01,5.455338983481743398e+00
-1.343547789378640500e+00,9.496295419073915056e+00
-4.701880442512468838e-01,-5.321269786626832143e+00
-1.056916557474074203e+00,4.267758214804928674e-01
-1.453389550982634670e+00,2.529614268614297501e+00
1.119362176610797066e+00,8.376295117082376507e+00
2.358610968383111128e+00,3.697778674132998589e+01
1.294574868663429523e-01,-3.450809308864783986e+00
-1.691968063440242309e+00,6.188189209304266747e-01
-1.745004131003672354e+00,-1.272497996969821799e+01
2.033166754350415051e+00,3.036645783287853106e+01
-1.555141525246017453e+00,-4.212916800269815631e+00
4.698422275115750613e-01,1.531020468080569685e+00
2.101703016770520571e-01,1.009900874369246893e+01
-9.136843694234122459e-01,8.204337050424840072e+00
1.696782865685901864e+00,1.894522777358931975e+01
1.228295574079147690e+00,6.920021742744431492e+00
-4.417242163807839628e-01,2.127256918169833533e+00
-2.417644628007405760e+00,-7.190986278075723881e+00
-2.817187572867575485e-01,9.049963691328963833e+00
3.179823868950211185e-01,1.298796299309855407e+01
-1.894949636171358698e+00,-9.251303642411787820e+00
-5.248355015618011432e-01,1.140534743773822157e+01
2.365234728293434951e+00,4.080446158218348529e+01
-1.500669722038126819e-01,1.205426433799262753e+01
2.619056447535831333e-01,-2.358945488656081224e+00
1.630034844870909549e-01,3.605919701504933350e+00
-2.436473913535975200e+00,-7.638259407391462474e+00
1.814569340588323199e+00,1.493840636802403843e+01
4.623924927846668753e-01,-1.419818004415983381e+00
-1.871318772324553237e+00,-2.658214399009870554e+00
5.749518658592421838e-01,8.809082918005470830e+00
-1.290921198907363454e+00,-1.312914613419707166e+00
-2.443452425899090286e-01,-3.174492688133912388e+00
2.087572628091001192e+00,2.417877601965556522e+01
3.771842350793197518e-04,7.623624901503325724e+00
-1.908942192877810973e+00,-3.149355835257104719e+00
2.085215320218943624e+00,3.381648997809610790e+01
9.009484405800097795e-01,1.694121634001801269e+00
3.156859703654282812e-01,8.969915385579277256e+00
8.753426365004712828e-01,1.508341796160145343e+01
7.357506878578217169e-01,5.999472646203782844e+00
-2.364762674379521090e-01,-8.856492103354867140e-01
-1.977995051905465429e+00,-1.007764441234653674e+01
1.524246317483770596e+00,2.788200085356093894e+01
8.410325694194170643e-01,3.461190300106579798e+00
2.091023153005722168e+00,2.904212874602178118e+01
-6.417567054628332823e-02,8.117439018568347819e+00
-8.142225492873067516e-01,3.778006558794457348e+00
-1.037207036847377362e+00,1.475165085113230745e+00
1.432296621783921697e+00,9.047900913007596913e+00
1.154942594598428629e+00,4.044709564730300855e+00
1.232659465933285015e+00,2.271226601886853658e+00
-2.122433121288314517e+00,-1.737360621131839622e+01
2.003777387109829888e+00,3.054928790507005942e+01
9.613787249379178723e-01,1.082125958334443183e+01
-2.111718641351659986e+00,-1.536658870419749157e+01
-2.337669647829820008e+00,-9.349030302394970349e+00
6.583909926718937156e-01,4.880672525940987327e+00
8.630995986956593313e-01,9.914371144868798780e+00
1.382099206181389484e+00,1.583245563155110958e+01
-1.577720388822230868e+00,-1.123930557327351210e+01
-6.791374169353997514e-01,-4.500926158382892339e+00
-8.021789188896537581e-01,4.551527572813406586e+00
5.342271302991986603e-01,5.127297384226020327e+00
1.502129124689379980e+00,1.121681854746819695e+01
-1.665310658501126362e+00,-3.848700770423134632e+00
2.645563655880204923e+00,4.229339688664644825e+01
5.743957618722208558e-01,-1.157608134378071973e+00
-9.665306069334831385e-01,2.568918171274132689e-01
-1.711223051857445387e+00,-1.357817058746122907e+00
-8.482132427307598199e-01,9.788549176569704358e+00
-7.494374179536550384e-01,1.122103193846922231e+01
-1.038476862390152800e+00,-4.143571076356500349e+00
1.288946098339731616e+00,1.794592179932267584e+01
-9.211880791189839268e-01,5.631155470693780529e+00
-1.383899365910908674e+00,-1.852067729298427112e+00
4.967523064895958407e-01,1.687756705950413494e+00
1.532722737560215931e+00,1.850557407147069711e+01
1.210683188834346335e+00,4.585892092626246530e+00
1.321349268185878056e+00,6.939351595874517109e+00
2.192061889842044309e+00,3.690441978997268535e+01
1.611714457752728147e-01,8.607708345620618928e+00
-1.730388037362755371e+00,2.029200369419495331e+00
-7.115960447431997071e-01,9.286078102222599107e-01
-6.187439236959050293e-01,7.609700095046983748e+00
-6.661683717436865937e-01,-4.163904082229167969e+00
-7.784608415589636676e-01,-2.286032187741368737e+00
7.223012575578544592e-01,1.290784714191773830e+01
-8.196096637472707336e-01,5.595513916615326266e+00
-1.377010373038787705e+00,-9.842922157742584055e-02
-2.612241910261528410e+00,-1.148189070824114211e+01
-1.556534964275436472e+00,-5.843535433201552109e-02
-3.542833556761783020e-01,-1.184502958846868736e+00
-1.256538342471488212e-01,2.133844362670489936e+00
2.206209344966349739e-01,1.186451737386524208e+00
-2.320039202434772685e-01,-5.294434424820322782e+00
-2.201000828732175840e+00,-1.162848388479635453e+01
2.168394552793402041e-01,2.955280578721563689e+00
6.429616993797261648e-02,8.250923728722399986e+00
4.372022331850717314e-01,2.616548194701211916e+00
-8.913144980199901868e-01,6.364038873656669537e+00
2.561412475899738084e+00,4.625199199550640827e+01
1.100790578196646718e+00,1.305765955362155495e+01
1.189103956408129881e-01,1.058846368632201873e+01
1.021562007963245922e+00,2.312966352943377046e+00
-3.341813604738166354e-01,9.549304977831193142e+00
-2.203263858262875186e+00,-2.160859710506335318e+01
-9.760558876689970909e-01,1.094064035441166993e+01
-1.292330296750539675e+00,-2.269252022725887663e+00
3.813835728359253885e-01,6.224572281466405954e+00
-2.147162270299395104e+00,-1.690597047076508375e+01
-2.309082468345749373e+00,-1.047054585609651944e+01
-1.698540516638840536e+00,1.005698520934725337e+01
1.075024560844456412e+00,1.070423234041422944e+01
-1.595136961526677499e-01,3.710516228445956077e+00
1.027392001271636657e+00,7.640139329600130758e+00
1.261224151900967927e+00,6.630619238668161941e+00
-1.156977845288114093e+00,-1.406414959903259376e+00
-9.788993384954633448e-02,1.771277679207421851e+00
-2.481754655964477863e+00,-1.668801250917337953e+01
-7.055388070798948585e-02,6.461416517816640948e+00
1.382341189647125157e+00,2.312793047307767580e+00
1.449605760788874820e+00,6.054736421609735686e+00
6.565594230196329928e-01,-3.333043624654725257e+00
-3.378903038113381663e-02,2.471547919780129554e+00
-8.832178570213604640e-01,4.406592401234806999e+00
-2.475650138978077397e+00,-1.879180687046245168e+01
2.612097735865387960e-01,-1.407066147472379569e+00
7.031891451742678933e-01,2.615765767266653441e+00
-1.277005675744229629e+00,3.654845681216244202e+00
-1.377532690936611015e+00,8.134885966797574142e+00
-7.685869774929832143e-01,-3.338427986536851577e-01
1.251144896010592866e+00,1.639357712254705035e+01
-1.402440237014565660e+00,-5.112410161025380262e+00
-1.010424111144527792e+00,7.445101950111395084e+00
2.293351049257080776e-01,3.907432350105553009e+00
-1.942323006311943878e+00,-2.821909348745290647e+00
-4.591741495005170481e-01,-9.306156990175093568e+00
-1.974980281748525135e+00,-8.566435896019154228e+00
2.298058405789030090e+00,4.494424345642719487e+01
2.379961227769319954e-01,5.859606473010264160e+00
-2.168641483408852100e+00,-8.272518803942546128e+00
-3.325016675641751518e-01,6.877887131282290234e+00
7.511197416130928062e-01,1.311178276561802747e+01
1.131068304238650901e+00,5.470749178556006953e+00
8.550104787791324989e-01,6.081713069556448303e+00
1.402141875044522479e+00,1.518856834821827384e+01
-6.493605161076826393e-01,2.854476342859513238e-04
2.410145864137949623e+00,3.099839287931157372e+01
2.185436642236869176e+00,3.579328633464326259e+01
-5.810554268257469568e-01,1.212442850494144864e+01
2.071867568348560340e+00,1.828711396295768310e+01
1.912255927611475448e+00,2.475765759409107503e+01
-1.938040662467388264e+00,-1.297803717568062076e+01
1.674920695503951062e+00,1.968578302711904726e+01
-2.535725377402930913e+00,-1.499210438529573430e+01
5.690200816628873115e-01,5.842548095142121589e+00
1.075995147040569533e+00,6.329251668662806196e+00
-1.886916768124247801e+00,-1.626461515300537286e+00
-1.148953899683668123e+00,1.156771950419121175e+00
1.361502268543663297e+00,9.802781049723188644e+00
-2.095036004579989175e+00,3.525027546723341842e+00
-1.280203828942296784e+00,-8.693234523826349758e+00
1.930069802910637344e+00,2.810719423834357400e+01
2.078668404625005017e+00,3.921384761762175231e+01
4.924164344651811853e-01,4.017550277856617669e+00
-2.132918918491617521e+00,-1.143709653002637872e+01
1.245283049037053669e-01,1.011285765891887323e+01
1.352993765785140967e+00,1.645301005376069270e+01
1.930271026818534130e+00,3.011583420007977452e+01
6.433622679020557511e-01,5.898249031464239955e+00
2.270477060477420927e+00,3.224333860470781588e+01
-7.102554478746463396e-01,8.817994436831940064e+00
-2.865151781884004434e-01,1.191828044972442058e+01
-7.406664601804163750e-01,1.468217207506871347e+01
-2.519560958608912493e+00,-1.065928808874348910e+01
5.497016008611799176e-01,1.270121058389562663e+01
-2.081829607369826363e+00,-5.390094625539759043e+00
-2.632085647931111883e+00,-1.866949247156741265e+01
-1.588212512747832372e+00,-4.007967376561547113e+00
-5.978043420964936905e-01,5.697417219116582388e+00
-3.019690459768939461e-01,3.118428111813912551e+00
-2.020973836117536671e+00,-7.318732805932270047e+00
5.612315398846164927e-01,3.507497982049989194e+00
2.349984925508780798e+00,5.115843289451438380e+01
6.319848838673687297e-01,4.160713558300431991e+00
9.023085087870087451e-01,6.427993736029998573e+00
-1.038626760422882267e+00,1.674355991790967391e+00
1.807145234227232944e+00,1.970505753323269360e+01
1.995151313156837136e-01,9.385781500017223777e+00
-1.823623252878027845e+00,-1.347237492786131874e+01
1.120144326262064727e+00,7.951814742358640942e+00
-6.891892267489001522e-01,7.881948340061647684e+00
-2.115982375212482669e+00,-1.396389146978451556e+01
8.442400892659289724e-01,1.277843165386378033e+01
5.268876544749470092e-01,1.444156333429328143e+00
-2.000548250697780084e+00,-9.494396605204519446e+00
4.075996987021217044e-01,3.363025004022598630e+00
-1.706548771488004546e+00,-9.563044025937102788e+00
-2.275197842618654320e+00,-1.536038828358931418e+01
6.830898154663511690e-01,1.274231262879641235e+01
2.012105848030634636e+00,2.377572114864548070e+01
-5.098567182837531186e-01,1.464942018543677893e+00
1.586801911226192408e+00,1.158690447797836498e+01
-2.597215206085274897e-01,1.013103689637060967e+01
-8.911527936354720625e-01,-1.316229475097600687e+00
2.382284462990960971e+00,5.304874317712204856e+01
-1.944489957294693649e+00,-6.501423960546871328e+00
7.466973701960684107e-01,7.932956515263086317e+00
-2.236661411184833081e+00,-1.422214969162623355e+01
-1.637572416942895792e+00,9.969568076016122049e-01
-1.788404186395544215e+00,-6.229224213105524655e+00
-4.282024058758678864e-01,4.462240292243498274e+00
5.686134174379084971e-01,7.518276985518907551e+00
1.217323385931383894e+00,3.712122202018062644e+00
3.906349383613164639e-01,-3.432741564653213118e+01
2.442807594500078672e+00,4.939110362490602313e+01
2.336466754900305975e+00,4.629968158092162156e+01
-1.059799627993317728e+00,4.901561405459802678e+00
2.228501379269508309e+00,4.909640573388977458e+01
1.507851048433862085e+00,5.776812189143639031e+00
-2.220318747081412525e+00,-1.152596719668311209e+01
1.782820555122446526e+00,2.219301195300807450e+01
2.424053036267299177e+00,4.176659836788797264e+01
-2.098116562796282558e+00,-1.426447708674718662e+01
9.973873638417777299e-01,2.322588135293790046e+00
-1.978719090687029558e+00,-3.277893530237754760e+00
8.341349533215650647e-01,4.710229403241244839e+00
-1.221679272875607625e+00,-3.901794792335824713e+00
6.440394285592612178e-01,7.839701228603621175e+00
4.858297029979181669e-01,1.058731611990327437e+01
-1.727068683611109767e+00,2.305114726443726170e+00
-1.629276741730257605e+00,-1.873442150172096365e+00
-4.739711414471465822e-01,2.482451047701395908e+00
-9.586407138090912161e-01,1.858449754479062799e+00
-1.245692888543725951e+00,2.023282747161909256e+00
1.430387718783463491e+00,1.667944796743008595e+01
9.552823958806239135e-01,7.352451014352453740e+00
2.215006421672851555e-01,6.642602339139666690e+00
2.988102109658067329e-01,-3.855976666348573723e+00
-2.045570603410499011e+00,-2.462078965263910746e+01
1.500755989893354236e+00,1.613767782344922352e+01
9.079161800988079234e-01,8.178838538359382682e+00
-1.824908645734920065e-01,1.212090951041598785e+01
-8.365315732838507490e-01,3.617837132034313008e+00
4.168274229610561266e-01,1.809623396447242882e+01
3.471898095212221369e-01,1.072295584658404621e+01
-1.804276745138239990e+00,-7.085922870915961624e+00
5.703051018231974911e-01,4.826947213059733066e+00
-2.382012521376813297e+00,-1.743105269103137189e+01
-1.515585380484167466e+00,8.229726152404372996e-01
2.115594784357342828e+00,4.166634050938131395e+01
-1.613406053149966546e+00,-4.648306061873617168e-01
3.309109824639350772e-01,-1.207651133831820545e+00
4.549028049403097684e-01,9.749103007960350453e+00
1.090521980205875430e+00,3.340019661107026749e+00
1.678299591394826873e+00,1.704411181056400082e+01
1.123358688159513896e+00,2.802187639743672243e+00
6.136904935144530393e-01,-2.915523868813323816e+00
-1.785990355075088187e+00,-9.364080261789636594e+00
-1.784381705857237099e+00,-7.495075546245466569e+00
-1.279910190809736781e+00,6.242165857069135626e+00
2.490984681845456183e+00,4.481269303572635465e+01
8.677963594652061685e-01,9.824578272975218241e+00
1.480875479589528476e+00,1.213720788214674862e+01
-8.587711201780930947e-01,-7.783127180380279952e+00
1.481705194520974933e+00,6.299433187572794246e+00
1.195945134960143097e+00,6.781727362560728167e+00
-5.138343477585951558e-01,1.101223737663253655e+00
1.734855837803866319e+00,1.980389001510008029e+01
1.322255622076046855e+00,3.264220614224424111e+00
-1.970608634251224123e+00,-7.681433638723088819e+00
-1.673495831759130859e+00,-8.013870028061608863e+00
-1.281519744012631079e-01,6.641164214086407114e+00
2.008730951739548409e+00,2.332994352134723570e+01
3.221539334790997633e-01,-3.484505055513968053e+00
3.164199923697718630e-01,5.223377864694291439e+00
1.256797191923094914e+00,3.581709778358898255e+00
2.065606913509590026e-01,6.055796751094921326e+00
-2.031722654789203553e+00,-6.956869854024549937e+00
-6.903064194822042809e-01,9.334984297940057019e+00
-1.262533758282759377e+00,3.541646935274956220e+00
-4.139762777212661060e-01,7.232305954114865543e+00
9.526069631775365698e-01,1.004466229847331959e+01
-6.977922027485465861e-01,1.801016574970545792e+00
2.389110657688620964e+00,3.862668685991029349e+01
-6.028009135228735715e-01,5.746598778754560044e+00
7.116781815145389878e-01,-1.227872298475272572e+00
5.965725810001224483e-01,8.426349784549364230e+00
-2.458024964293249237e+00,-1.472986239786651907e+01
-1.870699752708636199e+00,-6.206820911803999863e+00
-2.304312132727131424e+00,-1.451397196717788241e+01
-6.589402308577667622e-01,3.361875466007091084e+00
4.181484963643944397e-01,1.438825917469103643e+01
-1.111016446319949225e+00,-5.857005068702181738e+00
6.135079216534858881e-01,9.886749989164465902e+00
-5.660742681319670677e-02,6.009434047468117157e+00
8.775715580733927101e-01,4.155630170169466453e+00
1.402855541098155800e+00,5.152404007844046063e+00
7.821123469153720142e-01,2.760868803876944888e+00
-1.949879985069822436e-02,5.982876081217213482e+00
-1.355752555174146723e+00,-4.874996157980557854e+00
-4.961401500817642640e-01,-2.427835814632989031e+00
-1.507893555635384741e+00,-7.966830434323172838e+00
-1.475366439099879079e+00,-2.069704482456709016e+00
-3.889252932443164612e-01,6.807524464363626571e+00
1.017876197841674157e+00,5.882452223998822838e+00
-5.744860334201097318e-01,7.183352950678049353e+00
-7.261015322056192378e-01,2.939678083499075445e+00
2.357854476041563618e+00,4.801722625779444797e+01
6.106286469654530480e-01,5.895246074113095425e+00
-1.418905772000406351e+00,6.878143695475772645e+00
1.950729310786321724e+00,1.804976270270146443e+01
-5.215696015457060852e-02,1.317769814851362131e+00
5.689677511184132452e-01,6.617317684994167948e+00
2.183782107031429776e-01,6.718998006361363906e+00
-2.336804846457008367e+00,-1.404156014112432160e+01
-8.640920906462147277e-01,-5.341243363778787057e+00
-9.197372050549195155e-01,-7.871689133850347631e+00
1.948944997657692024e+00,2.317367259365914123e+01
-8.303848652496658156e-01,1.014309599620671065e+01
1.376947105361339130e+00,5.631657797847755553e+00
1.832879751957519066e+00,1.789166709588784698e+01
-2.333839491117061460e+00,-6.940796102705453663e+00
6.974997721621322144e-01,4.829496249846021882e+00
2.432111414981666275e+00,3.768334409334222812e+01
-2.283615092307636818e+00,-1.296361202393829082e+01
1.903932294860974928e+00,1.876056632786752942e+01
1.706978225470367816e+00,1.879504098157329395e+01
9.025452709804100415e-01,1.318002786858037645e+01
1.040966041171542678e+00,4.261557105394002676e+00
-3.729658214170817332e-01,3.231037453006758486e+00
2.222051802477290838e+00,3.720378268201320537e+01
8.618693522048656019e-01,9.379900051967830166e+00
1.676403195029134929e+00,1.852690402577063722e+01
-4.055351632675197049e-02,8.497439600351301081e+00
-2.142166798463965183e+00,-9.150663488105440280e+00
-1.102680999818229202e+00,-1.527895260336305849e+00
-5.914573316194706720e-01,7.080909418725527260e+00
1.732745745628259781e+00,2.527237481054982737e+01
-9.771849917825157217e-01,2.799758031821570903e+00
8.093333590690683366e-01,8.086814055197434570e+00
2.093838762331334369e+00,1.902916658429166574e+01
1.307029374582501013e+00,1.358545657760439695e+01
-6.024670137241292522e-01,4.718784628297760797e+00
1.319358725594316439e+00,1.776982743575663548e+01
-6.739225456450458063e-02,7.157144960294298031e+00
-8.569721993849565012e-01,5.691183268622697966e+00
6.074637421814895605e-02,1.863019441887570959e+00
1.264588712971937756e+00,6.870012421674504211e+00
1.913592647860492824e-01,1.045723109018592645e+01
-1.542114766974593820e+00,2.514619057163014482e+00
2.001384905051211138e+00,3.968133029545690960e+01
2.256625203767894661e+00,4.547772727720263219e+01
-2.000322752377990732e+00,5.625227161070895932e-01
-2.398017647594165691e+00,-1.307040465450274169e+01
-1.722294880306532328e+00,-5.763284305447333722e+00
-7.780812746724241613e-01,1.285421162609885704e+00
2.306802376948434485e+00,4.366272825375744304e+01
5.561324615542171390e-01,7.090793110749818773e+00
1.458309808096465376e+00,8.511887103148351841e+00
-8.755697724648026092e-01,-5.986666556681738971e-01
-1.457650475961347780e+00,2.563504286137963106e+00
-2.146628898447817235e+00,-9.551217444441231663e+00
-1.012013842901486438e+00,9.840344366605107140e-01
2.439600640898971218e+00,3.844162262562240073e+01
-9.011578764672929509e-01,-1.346769917777632886e+00
1.254382685584540802e+00,6.002638463638113819e+00
1.212528013999763177e+00,1.203238143828419915e+01
-2.062109522638985393e+00,-1.948889426398910274e+00
